standard_code,title,scope_excerpt,standard_kind,canonical_product,product_aliases,product_confidence,review_status,review_notes
IS 5509: 2000,FIRE RETARDANT PLYWOOD,"Covers the fire retardant chemicals, method of treatment, retentions and requirements of fire retardant plywood.",product_standard,board,bamboo mat board; board; boards; coir board; fiber board; fibre board; fibre boards; particle board; plywood; veneered decorative plywood,high,needs_review,
IS 5511: 1991,COVERED ELECTRODES FOR MANUAL METAL,Specifies a system of classification and coding and covers requirements for covered electrodes for manual metal arc welding of cast iron.,product_standard,electrode,electrode; electrodes,high,needs_review,
IS 5531: 1988,CAST IRON SPECIALS FOR  ASBESTOS CEMENT,"Requirements for cast iron specials to be used with asbestos cement pressure pipes for water, gas and sewage. 1.2 Applicable to cast iron specials for use with asbestos cement pressure pipes suitable for connection wi...",material_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,low,needs_review,
IS 5539: 1969,PRESERVATIVE TREATED PLYWOOD,"Treatment of plywood for protection against fungi, termites and other insects and marine borers and requiremments of preservatives treated plywood.",other,board,bamboo mat board; board; boards; coir board; fiber board; fibre board; fibre boards; particle board; plywood; veneered decorative plywood,high,needs_review,
IS 5624: 1993,FOUNDATION BOLTS,Requirements for foundation bolts in the size range M8 to M72.,product_standard,bolt,bolt; bolts; hexagon head bolt; structural bolt,high,needs_review,
IS 5751: 1984,PRECAST  CONCRETE COPING BLOCKS,"Requirements for precast concrete coping blocks, giving details of materials for manufacture, workmanship, functional requirements and essential dimensions to meet them. Note—The blocks serve as defence against entry...",material_standard,block,block; blocks; concrete block; masonry block; masonry blocks,high,needs_review,
IS 5758: 1984,PRECAST CONCRETE KERBS,"Requirements of precast concrete units for kerbs, channels, edgings, quadrants and gutter aprons in a range of sections, for use in carriageways and footways.",product_standard,channel,channel; channels; l-panel,high,needs_review,
IS 5779: 1986,BURNT CLAY SOLING BRICKS,"Requirements for dimensions, general quality and physical properties for burnt clay bricks for use in soling of roads.",product_standard,brick,brick; bricks; building brick; building bricks; fly ash brick,high,needs_review,
IS 5820: 1970,PRECAST CONCRETE CABLE COVERS,Requirements for reinforced and unreinforced precast concrete for covering cables.,product_standard,w_length_width_t,,medium,needs_review,
IS 5871: 1987,BITUMEN MASTIC FOR,"Requirements for bitumen mastic used as covering material for damp-proofing of underground tanks, basements of building, water reservoirs, swimming pools, irrigation canals, etc.",material_standard,aggregate,aggregate; aggregates,low,needs_review,
IS 5897: 1985,ALUMINIUM AND ALUMINIUM ALLOY WELDING,1.1 Requirements of bare solid filler rods and wires for welding aluminium and aluminium alloys and filler rods for welding magnesium alloys by inert gas tungsten arc welding (TIG) or gas metal arc welding (MIG) proce...,product_standard,rod,filler rod; filler rods; rod; rods,high,needs_review,
IS 5898: 1970,COPPER AND COPPER ALLOY BARE SOLID,"1.1 Requirements of bare solid filler rods and wires for welding copper and copper alloys by inert-gas arc process, that is, inert-gas tungsten arc welding (TIG) or gas metal-arc welding (MIG). The chemical compositio...",product_standard,rod,filler rod; filler rods; rod; rods,high,needs_review,
IS 5899: 1970,BATH ROOM LATCHES,"Requirements for material, size and finish of bathroom latches.",material_standard,latch,latch; latches; rim latch; rim latches,high,needs_review,
IS 5930: 1970,MORTICE LATCH,"Requirements for mortice latches for use on doors, such as bath room doors, W.C. doors and doors to private rooms.",product_standard,latch,latch; latches; rim latch; rim latches,high,needs_review,
IS 5961: 1970,CAST IRON GRATING FOR DRAINAGE PURPOSES,Requirements for cast iron gratings for use in drainage works.,product_standard,coating,coating; coatings; epoxy coating; water repellent,low,needs_review,
IS 6003: 1983,INDENTED WIRE FOR PRESTRESSED CONCRETE,"Requirements for manufacture, supply and testing of intended hard-drawn and stress-relieved wire for use in prestressed concrete.",product_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 6006: 1983,UNCOATED STRESS RELIEVED STRAND FOR,"Requirements for manufacture, supply and testing of uncoated, stress relieved, high tensile steel strands for use in prestressed concrete. The following types of strands are covered: a) Two wire strand b) Three wire s...",material_standard,relieved_strand_prestressed_concrete,,medium,needs_review,
IS 6056: 1970,JOINTED WOOD POLES FOR  OVERHEAD,"Covers the specification of jointed wood poles made of both broad leaved, and coniferous species of timber, grown in India, and suitable for carrying overhead electric power transmission lines, telephone and telegraph...",material_standard,timber,sawn timber; timber; timbers; wooden sleeper; wooden sleepers,high,needs_review,
IS 6072: 1971,AUTOCLAVED REINFORCED CELLULAR,"Requirements for autoclaved reinforced cellular concrete wall slabs, having density above 450 and up to 1 000 kg/m3.",product_standard,cement,cement; lime pozzolana mixture; lime-pozzolana concrete; masonry cement; ordinary portland cement; portland cement; pozzolana cement; slag cement; white cement,low,needs_review,
IS 6073: 1971,AUTOCLAVED REINFORCED CELLULAR,Requirements for autoclaved reinforced cellular concrete floor and roof having density above 450 and up to 1 000 kg/m3,product_standard,cement,cement; lime pozzolana mixture; lime-pozzolana concrete; masonry cement; ordinary portland cement; portland cement; pozzolana cement; slag cement; white cement,low,needs_review,
IS 6113: 1970,ALUMINIUM FASTENERS FOR BUILDING,"Requirements for J-type hook bolts and nuts, mushroom head seam bolts and nuts, and washers of aluminium for roofing sheets.",material_standard,bolt,bolt; bolts; hexagon head bolt; structural bolt,high,needs_review,
IS 6163: 1978,CENTRIFUGALLY CAST (SPUN) IRON LOW,"Requirements for centrifugally cast (spun) iron low pressure pipes, known as LP pipes, for conveyance of water, gas and sewage, manufactured in metal or sand moulds. 1.2 This standard is applicable to cast iron pipes...",product_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 6165: 1992,DIMENSIONS FOR SPECIAL SHAPES OF CLAY,Dimensions for special shapes of clay brick used in building and other civil engineering construction. It does not lay down the specification of the special shapes for clay bricks and same shall conform to IS 1077:199...,product_standard,brick,brick; bricks; building brick; building bricks; fly ash brick,high,needs_review,
IS 6198: 1992,"LEDGED, BRACED AND BATTENED TIMBER DOOR","Requirements regarding material, sizes, construction, workmanship and finish of ledged, braced and battened timber door shutters.",material_standard,door,door; door frame; door frames; doors; shutter; shutters,high,needs_review,
IS 6248: 1979,METAL ROLLING SHUTTERS AND ROLLING,"Requirements regarding mateials, fabrication and finish of metal rolling shutters and rolling grills for normal use. Note – Since the term ‘rolling shutters’ is more commonly used, the reference in this standard is ma...",product_standard,door,door; door frame; door frames; doors; shutter; shutters,high,needs_review,
IS 6250: 1981,ROOFING SLATE TILES,"Requirements of dimensions, physical properties and workmanship of slate tiles used for sloped roof covering. Requirements in regard to method of laying and fixing of slate tiles for roofing covered in IS 5119 (Part 1...",installation,,,high,needs_review,
IS 6286: 1971,SEAMLESS AND WELDED STEEL PIPE FOR,Requirements for 4 grades of seamless and electric welded steel pipe for conveying fluids at sub-zero temperature.,material_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 6307: 1985,RIGID PVC SHEETS,"Requirements and methods of sampling and test for rigid PVC sheets of 0.10 to 12.5 mm in thickness, manufactured by calendering, extrusion or calendering followed by lamination.",product_standard,rigid_pvc_sheets,,medium,needs_review,
IS 6315: 1992,FLOOR SPRINGS (HYDRAULICALLY  REGULATED),Requuirements for concealed type floor springs (hydraulically regulated) for vertical doors weighing not more than 125 kg. In case of doors consisting of more than one leaf the weight of each leaf shall not exceed 125...,other,door,door; door frame; door frames; doors; shutter; shutters,high,needs_review,
IS 6318: 1971,PLASTIC WINDOW STAYS AND FASTENERS,Lays down performance and functional requirements of window stays made of polypropylene and fasteners (handles) made of nylon.,product_standard,fastener,fastener; fasteners; stay; stays,high,needs_review,
IS 6343: 1982,DOOR CLOSERS (PNEUMATICALLY REGULATED),Requirements for door closers (pneumatically regulated) for use on light doors weighing up to 40 kg.,product_standard,door,door; door frame; door frames; doors; shutter; shutters,high,needs_review,
IS 638: 1979,SHEET RUBBER JOINTING AND RUBBER,"Requirements and the methods of sampling and test for sheet rubber jointing and rubber insertion jointing for use between flanges and similar joints subjected to water pressure, air pressure or low pressure steam. Not...",product_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 6418: 1971,CAST IRON AND MALLEABLE CAST IRON,"1.1 Covers grey cast iron and malleable cast iron flanges for general engineering purposes, which shall be applicable from 0 to 300°C for oil, water, steam, compressed air, gases and other non-corrosive fluids.",material_standard,bolt,bolt; bolts; hexagon head bolt; structural bolt,low,needs_review,
IS 6445: 1985,ALUMINIUM TEE - SECTIONS,"Covers the material, dimensions and sectional properties of aluminium tee – sections for structural use and other applications.",material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,high,needs_review,
IS 6452: 1989,HIGH ALUMINA CEMENT FOR STRUCTURAL USE,Manufacture of high alumina cement (HAC) and specific requirements for its use as a structural building material in the colder regions of our country (continuously 18°C and below). Its use as a refractory cement is no...,material_standard,cement,cement; lime pozzolana mixture; lime-pozzolana concrete; masonry cement; ordinary portland cement; portland cement; pozzolana cement; slag cement; white cement,high,needs_review,
IS 651: 1992,SALT GLAZED STONEWARE PIPES AND FITTINGS,"Covers dimensions and performance requirements for the following glazed stoneware pipes and fittings— Straight pipes and taper pipes; Bends; Taper bend; Junctions; Half-section channels, straight and taper; Channel ju...",product_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,high,needs_review,
